const,nconst,actor,gender,ordering
tt0094625,nm0407495,Michihiro Ikemizu,2.0,8
tt0094625,nm0407495,Michihiro Ikemizu,2.0,9
tt0094625,nm0297167,Yuriko Fuchizaki,1.0,10
tt0094625,nm0959991,Masaaki Ôkura,,11
tt0094625,nm0032875,Tarô Arakawa,2.0,12
tt0094625,nm0032875,Tarô Arakawa,2.0,13
tt0094625,nm0032875,Tarô Arakawa,2.0,14
tt0094721,nm0000285,Alec Baldwin,2.0,1
tt0094721,nm0000133,Geena Davis,1.0,2
tt0094721,nm0000474,Michael Keaton,2.0,3
tt0094721,nm0568499,Annie McEnroe,1.0,4
tt0094721,nm0656276,Maurice Page,0.0,5
tt0094721,nm0822230,Hugo Stanger,2.0,6
tt0094721,nm0594113,Rachel Mittelman,1.0,7
tt0094721,nm0001573,Catherine O'Hara,1.0,8
tt0094721,nm0766822,J. Jay Saunders,2.0,9
tt0094721,nm0262216,Mark Ettlinger,2.0,10
tt0094737,nm0000158,Tom Hanks,2.0,1
tt0094737,nm0001610,Elizabeth Perkins,1.0,2
tt0094737,nm0005162,Robert Loggia,2.0,3
tt0094737,nm0001334,John Heard,2.0,4
tt0094737,nm0750758,Jared Rushton,2.0,5
tt0094737,nm0608378,David Moscow,2.0,6
tt0094737,nm0001484,Jon Lovitz,2.0,7
tt0094737,nm0001689,Mercedes Ruehl,1.0,8
tt0094737,nm0164131,Josh Clark,2.0,9
tt0094737,nm0204983,Kimberlee M. Davis,0.0,10
tt0094793,nm0372556,Rick Hearst,2.0,1
tt0094793,nm0531737,Gordon MacDonald,2.0,2
tt0094793,nm0523330,Jennifer Lowry,0.0,3
tt0094793,nm0055799,Theo Barnes,0.0,4
tt0094793,nm0756744,Lucille Saint-Peter,0.0,5
tt0094793,nm0201530,Vicki Darnell,1.0,6
tt0094793,nm0327720,Joseph Gonzalez,2.0,7
tt0094793,nm0722389,Bradlee Rhodes,0.0,8
tt0094793,nm0084141,Michael Bishop,0.0,9
tt0094793,nm0094884,Beverly Bonner,1.0,10
tt0094862,nm0382819,Catherine Hicks,1.0,1
tt0094862,nm0001697,Chris Sarandon,2.0,2
tt0094862,nm0898571,Alex Vincent,2.0,3
tt0094862,nm0000374,Brad Dourif,2.0,4
tt0094862,nm0000374,Brad Dourif,2.0,5
tt0094862,nm0001503,Dinah Manoff,1.0,6
tt0094862,nm0842476,Tommy Swerdlow,2.0,7
tt0094862,nm0173438,Jack Colvin,2.0,8
tt0094862,nm0321358,Neil Giuntoli,2.0,9
tt0094862,nm0709263,Juan Ramírez,0.0,10
tt0094862,nm0928544,Alan Wilder,2.0,11
tt0094898,nm0000552,Eddie Murphy,2.0,1
tt0094898,nm0000552,Eddie Murphy,2.0,2
tt0094898,nm0000552,Eddie Murphy,2.0,3
tt0094898,nm0061003,Paul Bates,2.0,4
tt0094898,nm0004731,Garcelle Beauvais,1.0,5
tt0094898,nm0269936,Feather,0.0,6
tt0094898,nm9432060,Stephanie Simon,0.0,7
tt0094898,nm0226851,Victoria Dillard,,8
tt0094898,nm0226851,Victoria Dillard,,9
tt0094898,nm5058608,Felicia Taylor,,10
tt0094898,nm0585636,Midori,,11
tt0094898,nm0000469,James Earl Jones,2.0,12
tt0094898,nm0801672,Madge Sinclair,1.0,13
tt0094963,nm0000142,Clint Eastwood,2.0,1
tt0094963,nm0000553,Liam Neeson,2.0,2
tt0094963,nm0165101,Patricia Clarkson,1.0,3
tt0094963,nm0453447,Evan C. Kim,2.0,4
tt0094963,nm0402408,David Hunt,2.0,5
tt0094963,nm0192980,Michael Currie,2.0,6
tt0094963,nm0329517,Michael Goodwin,2.0,7
tt0094963,nm0319018,Darwin Gillett,0.0,8
tt0094963,nm0153394,Anthony Charnota,2.0,9
tt0094963,nm0063649,Christopher P. Beale,0.0,10
tt0094964,nm0000460,Jeremy Irons,2.0,1
tt0094964,nm0000991,Geneviève Bujold,1.0,2
tt0094964,nm0902794,Heidi von Palleske,1.0,3
tt0094964,nm0902794,Heidi von Palleske,1.0,4
tt0094964,nm0329876,Barbara Gordon,1.0,5
tt0094964,nm0329876,Barbara Gordon,1.0,6
tt0094964,nm0235250,Shirley Douglas,1.0,7
tt0094964,nm0235250,Shirley Douglas,1.0,8
tt0094964,nm0480099,Stephen Lack,2.0,9
tt0094964,nm0629676,Nick Nichols,0.0,10
tt0094964,nm0629676,Nick Nichols,0.0,11
tt0094964,nm0180005,Lynne Cormack,1.0,12
tt0094964,nm0180005,Lynne Cormack,1.0,13
tt0094964,nm0028319,Damir Andrei,2.0,14
tt0094964,nm0028319,Damir Andrei,2.0,15
tt0094964,nm0627904,Miriam Newhouse,1.0,16
tt0094964,nm0627904,Miriam Newhouse,1.0,17
tt0095016,nm0000246,Bruce Willis,2.0,1
tt0095016,nm0000614,Alan Rickman,2.0,2
tt0095016,nm0000889,Bonnie Bedelia,1.0,3
tt0095016,nm0001817,Reginald VelJohnson,2.0,4
tt0095016,nm0322339,Paul Gleason,2.0,5
tt0095016,nm0924636,De'voreaux White,2.0,6
tt0095016,nm0040472,William Atherton,2.0,7
tt0095016,nm0000952,Hart Bochner,2.0,8
tt0095016,nm0793363,James Shigeta,2.0,9
tt0095016,nm0324231,Alexander Godunov,2.0,10
tt0095294,nm0103208,Doug Bradley,2.0,1
tt0095294,nm0491090,Ashley Laurence,1.0,2
tt0095294,nm0383354,Clare Higgins,1.0,3
tt0095294,nm0186469,Kenneth Cranham,2.0,4
tt0095294,nm0095567,Imogen Boorman,1.0,5
tt0095294,nm0152521,Sean Chapman,2.0,6
tt0095294,nm0394054,William Hope,2.0,7
tt0095294,nm0928411,Barbie Wilde,1.0,8
tt0095294,nm0051472,Simon Bamford,2.0,9
tt0095294,nm0898544,Nicholas Vince,2.0,10
tt0095444,nm0186151,Grant Cramer,2.0,1
tt0095444,nm0811562,Suzanne Snyder,1.0,2
tt0095444,nm0625482,John Allen Nelson,2.0,3
tt0095444,nm0006893,John Vernon,2.0,4
tt0095444,nm0796986,Michael S. Siegel,2.0,5
tt0095444,nm0508942,Peter Licassi,0.0,6
tt0095444,nm0200455,Royal Dano,2.0,7
tt0095444,nm0864541,Christopher Titus,2.0,8
tt0095444,nm0584362,Irene Michaels,0.0,9
tt0095444,nm0472685,Karla Sue Krull,0.0,10
tt0095583,nm0040662,Tom Atkins,2.0,1
tt0095583,nm0132257,Bruce Campbell,2.0,2
tt0095583,nm0484929,Laurene Landon,1.0,3
tt0095583,nm0745780,Richard Roundtree,2.0,4
tt0095583,nm0810342,William Smith,2.0,5
tt0095583,nm0120494,Robert Z'Dar,2.0,6
tt0095583,nm0636065,Sheree North,1.0,7
tt0095583,nm0038099,Nina Arvesen,0.0,8
tt0095583,nm0053256,Nick Barbaro,2.0,9
tt0095583,nm0093684,Lou Bonacki,2.0,10
tt0095593,nm0000201,Michelle Pfeiffer,1.0,1
tt0095593,nm0000285,Alec Baldwin,2.0,2
tt0095593,nm0493684,Paul Lazar,2.0,3
tt0095593,nm0353614,Captain Haggerty,,4
tt0095593,nm0929578,Marlene Willoughby,,5
tt0095593,nm0010278,Frank Aquilino,,6
tt0095593,nm0621008,Charles Napier,2.0,7
tt0095593,nm0000349,Joan Cusack,1.0,8
tt0095593,nm0284129,Ellen Foley,1.0,9
tt0095593,nm0428952,O-Lan Jones,1.0,10
tt0095765,nm0634159,Philippe Noiret,2.0,1
tt0095765,nm0134073,Enzo Cannavale,2.0,2
tt0095765,nm0041066,Antonella Attili,1.0,3
tt0095765,nm0199774,Isa Danieli,1.0,4
tt0095765,nm0347842,Leo Gullotta,2.0,5
tt0095765,nm0502813,Marco Leonardi,2.0,6
tt0095765,nm0535991,Pupella Maggio,1.0,7
tt0095765,nm0620919,Agnese Nano,1.0,8
tt0095765,nm0872689,Leopoldo Trieste,2.0,9
tt0095765,nm0143150,Salvatore Cascio,2.0,10
tt0095925,nm0000448,Lance Henriksen,2.0,1
tt0095925,nm0247532,Jeff East,2.0,2
tt0095925,nm0195383,John D'Aquino,2.0,3
tt0095925,nm0743590,Kimberly Ross,1.0,4
tt0095925,nm0388964,Joel Hoffman,2.0,5
tt0095925,nm0047700,Cynthia Bain,1.0,6
tt0095925,nm0719039,Kerry Remsen,1.0,7
tt0095925,nm0770298,Florence Schauffler,1.0,8
tt0095925,nm0107068,Brian Bremer,2.0,9
tt0095925,nm0002668,George 'Buck' Flower,,10
tt0095956,nm0000230,Sylvester Stallone,2.0,1
tt0095956,nm0001077,Richard Crenna,2.0,2
tt0095956,nm0209030,Marc de Jonge,2.0,3
tt0095956,nm0001748,Kurtwood Smith,2.0,4
tt0095956,nm0283754,Spyros Fokas,,5
tt0095956,nm0299924,Sasson Gabay,,6
tt0095956,nm0795226,Doudi Shoua,2.0,7
tt0095956,nm0710003,Randy Raney,2.0,8
tt0095956,nm0317956,Marcus Gilbert,2.0,9
tt0095956,nm0009530,Alon Aboutboul,2.0,10
tt0095963,nm0000216,Arnold Schwarzenegger,2.0,1
tt0095963,nm0000902,Jim Belushi,2.0,2
tt0095963,nm0001967,Peter Boyle,2.0,3
tt0095963,nm0642522,Ed O'Ross,2.0,4
tt0095963,nm0000401,Laurence Fishburne,2.0,5
tt0095963,nm0000153,Gina Gershon,1.0,6
tt0095963,nm0109175,Richard Bright,2.0,7
tt0095963,nm0808541,J.W. Smith,2.0,8
tt0095963,nm0421116,Brent Jennings,2.0,9
tt0095963,nm0658252,Gretchen Palmer,1.0,10
tt0096101,nm0001770,Fisher Stevens,2.0,1
tt0096101,nm0571106,Michael McKean,2.0,2
tt0096101,nm0087456,Tim Blaney,2.0,3
tt0096101,nm0001269,Cynthia Gibb,1.0,4
tt0096101,nm0922967,Jack Weston,2.0,5
tt0096101,nm0564523,Dee McCafferty,2.0,6
tt0096101,nm0375959,David Hemblen,2.0,7
tt0096101,nm0482141,Don Lake,2.0,8
tt0096101,nm0195821,Damon D'Oliveira,2.0,9
tt0096101,nm0639285,Tito Núñez,0.0,10
tt0096194,nm0579430,Xuxa,1.0,1
tt0096194,nm0438836,Guilherme Karam,,2
tt0096194,nm0025234,Nair Amorim,,3
tt0096194,nm0028007,Tuca Andrada,2.0,4
tt0096194,nm0046883,Manfredo Bahia,,5
tt0096194,nm0084502,Fabrício Bittar,,6
tt0096194,nm7181676,Thaís Bordalo,,7
tt0096194,nm1776942,João Brandão,,8
tt0096194,nm0108854,Henriqueta Brieba,1.0,9
tt0096194,nm3465938,Jorge Crespo,,10
tt0096320,nm0000216,Arnold Schwarzenegger,2.0,1
tt0096320,nm0000362,Danny DeVito,2.0,2
tt0096320,nm0000593,Kelly Preston,1.0,3
tt0096320,nm0916050,Chloe Webb,1.0,4
tt0096320,nm0058783,Bonnie Bartlett,1.0,5
tt0096320,nm0068382,Marshall Bell,2.0,6
tt0096320,nm0934254,Trey Wilson,2.0,7
tt0096320,nm0000325,David Caruso,2.0,8
tt0096320,nm0639385,Hugh O'Brian,2.0,9
tt0096320,nm0419645,Tony Jay,2.0,10
tt0096332,nm0000358,Daniel Day-Lewis,2.0,1
tt0096332,nm0000300,Juliette Binoche,1.0,2
tt0096332,nm0000565,Lena Olin,1.0,3
tt0096332,nm0513190,Derek de Lint,2.0,4
tt0096332,nm0430746,Erland Josephson,2.0,5
tt0096332,nm0484968,Pavel Landovský,2.0,6
tt0096332,nm0595567,Donald Moffat,2.0,7
tt0096332,nm0646037,Daniel Olbrychski,2.0,8
tt0096332,nm0001745,Stellan Skarsgård,2.0,9
tt0096332,nm0096905,Tomasz Borkowy,2.0,10
tt0096463,nm0000429,Melanie Griffith,1.0,1
tt0096463,nm0000148,Harrison Ford,2.0,2
tt0096463,nm0000244,Sigourney Weaver,1.0,3
tt0096463,nm0000285,Alec Baldwin,2.0,4
tt0096463,nm0000349,Joan Cusack,1.0,5
tt0096463,nm0097842,Philip Bosco,2.0,6
tt0096463,nm0004887,Nora Dunn,1.0,7
tt0096463,nm0001624,Oliver Platt,2.0,8
tt0096463,nm0482466,James Lally,2.0,9
tt0096463,nm0000228,Kevin Spacey,2.0,10
tt0096523,nm0000521,Sophie Marceau,1.0,1
tt0096523,nm0512071,Vincent Lindon,2.0,2
tt0096523,nm0899930,Élisabeth Vitali,1.0,3
tt0096523,nm0499540,Jean-Claude Leguay,2.0,4
tt0096523,nm0690180,Elena Pompei,1.0,5
tt0096523,nm0041054,Roberto Attias,2.0,6
tt0096523,nm0150112,Brigitte Chamarande,1.0,7
tt0096523,nm0673094,Christian Pereira,2.0,8
tt0096523,nm0157323,Beppe Chierici,2.0,9
tt0096523,nm0542901,Nathalie Mann,0.0,10
tt0096794,nm0000377,Richard Dreyfuss,2.0,1
tt0096794,nm0000456,Holly Hunter,1.0,2
tt0096794,nm0424635,Brad Johnson,2.0,3
tt0096794,nm0000422,John Goodman,2.0,4
tt0096794,nm0000030,Audrey Hepburn,1.0,5
tt0096794,nm0089348,Roberts Blossom,2.0,6
tt0096794,nm0202966,Keith David,2.0,7
tt0096794,nm0887610,Ed Van Nuys,2.0,8
tt0096794,nm0001339,Marg Helgenberger,1.0,9
tt0096794,nm0245653,Dale Dye,2.0,10
tt0096874,nm0000150,Michael J. Fox,2.0,1
tt0096874,nm0000150,Michael J. Fox,2.0,2
tt0096874,nm0000150,Michael J. Fox,2.0,3
tt0096874,nm0000502,Christopher Lloyd,2.0,4
tt0096874,nm0000670,Lea Thompson,1.0,5
tt0096874,nm0001855,Tom Wilson,2.0,6
tt0096874,nm0001855,Tom Wilson,2.0,7
tt0096874,nm0000223,Elisabeth Shue,1.0,8
tt0096874,nm0866055,James Tolkan,2.0,9
tt0096874,nm0919297,Jeffrey Weissman,2.0,10
tt0096874,nm0797150,Casey Siemaszko,2.0,11
tt0096874,nm0000708,Billy Zane,2.0,12
tt0096874,nm0169454,J.J. Cohen,2.0,13
tt0096945,nm0000442,Rutger Hauer,2.0,1
tt0096945,nm0642368,Terry O'Quinn,2.0,2
tt0096945,nm0130085,Brandon Call,2.0,3
tt0096945,nm0932244,Noble Willingham,2.0,4
tt0096945,nm0089408,Lisa Blount,1.0,5
tt0096945,nm0001024,Nick Cassavetes,2.0,6
tt0096945,nm0653959,Rick Overton,2.0,7
tt0096945,nm0002012,Randall 'Tex' Cobb,,8
tt0096945,nm0177927,Charles Cooper,2.0,9
tt0096945,nm0001236,Meg Foster,1.0,10
tt0097138,nm0000241,Jean-Claude Van Damme,2.0,1
tt0097138,nm0725223,Deborah Richter,1.0,2
tt0097138,nm0460288,Vincent Klyn,2.0,3
tt0097138,nm0199830,Alex Daniels,2.0,4
tt0097138,nm0352731,Dayle Haddon,1.0,5
tt0097138,nm1175986,Blaise Loong,2.0,6
tt0097138,nm1175986,Blaise Loong,2.0,7
tt0097138,nm1175986,Blaise Loong,2.0,8
tt0097138,nm0005241,Ralf Moeller,2.0,9
tt0097138,nm0677178,Haley Peterson,1.0,10
tt0097138,nm0061251,Terrie Batson,1.0,11
tt0097138,nm0683896,Jackson 'Rock' Pinckney,2.0,12
tt0097138,nm0683896,Jackson 'Rock' Pinckney,2.0,13
tt0097138,nm0683896,Jackson 'Rock' Pinckney,2.0,14
tt0097165,nm0000245,Robin Williams,2.0,1
tt0097165,nm0000494,Robert Sean Leonard,2.0,2
tt0097165,nm0000160,Ethan Hawke,2.0,3
tt0097165,nm0001038,Josh Charles,2.0,4
tt0097165,nm0360796,Gale Hansen,2.0,5
tt0097165,nm0476378,Dylan Kussman,2.0,6
tt0097165,nm0749456,Allelon Ruggiero,2.0,7
tt0097165,nm0914209,James Waterston,2.0,8
tt0097165,nm0516093,Norman Lloyd,2.0,9
tt0097165,nm0001748,Kurtwood Smith,2.0,10
tt0097239,nm0000151,Morgan Freeman,2.0,1
tt0097239,nm0001788,Jessica Tandy,1.0,2
tt0097239,nm0000101,Dan Aykroyd,2.0,3
tt0097239,nm0526985,Patti LuPone,1.0,4
tt0097239,nm0738354,Esther Rolle,1.0,5
tt0097239,nm0369908,Jo Ann Havrilla,,6
tt0097239,nm0355253,William Hall Jr.,0.0,7
tt0097239,nm0837393,Alvin M. Sugarman,0.0,8
tt0097239,nm0311951,Clarice F. Geigerman,0.0,9
tt0097239,nm0601664,Muriel Moore,1.0,10
tt0097428,nm0000195,Bill Murray,2.0,1
tt0097428,nm0000101,Dan Aykroyd,2.0,2
tt0097428,nm0000244,Sigourney Weaver,1.0,3
tt0097428,nm0000601,Harold Ramis,2.0,4
tt0097428,nm0001548,Rick Moranis,2.0,5
tt0097428,nm0001368,Ernie Hudson,2.0,6
tt0097428,nm0001633,Annie Potts,1.0,7
tt0097428,nm0001493,Peter MacNicol,2.0,8
tt0097428,nm0950867,Harris Yulin,2.0,9
tt0097428,nm0546868,David Margulies,2.0,10
tt0097499,nm0000110,Kenneth Branagh,2.0,1
tt0097499,nm0001394,Derek Jacobi,2.0,2
tt0097499,nm0791871,Simon Shepherd,2.0,3
tt0097499,nm0488289,James Larkin,2.0,4
tt0097499,nm0000306,Brian Blessed,2.0,5
tt0097499,nm0799784,James Simmons,2.0,6
tt0097499,nm0339919,Paul Gregory,2.0,7
tt0097499,nm0443016,Charles Kay,2.0,8
tt0097499,nm0566680,Alec McCowen,2.0,9
tt0097499,nm0142164,Fabian Cartwright,0.0,10
tt0097523,nm0001548,Rick Moranis,2.0,1
tt0097523,nm0001242,Matt Frewer,2.0,2
tt0097523,nm0833519,Marcia Strassman,1.0,3
tt0097523,nm0840133,Kristine Sutherland,1.0,4
tt0097523,nm0114787,Thomas Wilson Brown,2.0,5
tt0097523,nm0750758,Jared Rushton,2.0,6
tt0097523,nm0642091,Amy O'Neill,1.0,7
tt0097523,nm0647084,Robert Oliveri,2.0,8
tt0097523,nm0828186,Carl Steven,2.0,9
tt0097523,nm0852848,Mark L. Taylor,2.0,10
tt0097659,nm0000241,Jean-Claude Van Damme,2.0,1
tt0097659,nm0018966,Dennis Alexio,2.0,2
tt0097659,nm0150862,Dennis Chan,,3
tt0097659,nm0702680,Michel Qissi,2.0,4
tt0097659,nm0026283,Haskell V. Anderson III,2.0,5
tt0097659,nm0038677,Rochelle Ashana,1.0,6
tt0097659,nm1050124,Ka-Ting Lee,,7
tt0097659,nm0285150,Richard Foo,2.0,8
tt0097659,nm0515003,Ricky Liu,0.0,9
tt0097659,nm0948079,Ho-Ying Sin,,10
tt0097722,nm0000151,Morgan Freeman,2.0,1
tt0097722,nm0865119,Beverly Todd,1.0,2
tt0097722,nm0347039,Robert Guillaume,2.0,3
tt0097722,nm0635978,Alan North,2.0,4
tt0097722,nm0858106,Lynne Thigpen,1.0,5
tt0097722,nm0000862,Robin Bartlett,1.0,6
tt0097722,nm0004729,Michael Beach,2.0,7
tt0097722,nm0680392,Ethan Phillips,2.0,8
tt0097722,nm0714186,Sandra Reaves-Phillips,1.0,9
tt0097722,nm0791395,Sloane Shelton,1.0,10
tt0097770,nm0000230,Sylvester Stallone,2.0,1
tt0097770,nm0000661,Donald Sutherland,2.0,2
tt0097770,nm0025309,John Amos,2.0,3
tt0097770,nm0484739,Sonny Landham,2.0,4
tt0097770,nm0001744,Tom Sizemore,2.0,5
tt0097770,nm0574433,Frank McRae,2.0,6
tt0097770,nm0283311,Darlanne Fluegel,1.0,7
tt0097770,nm0950165,William Allen Young,2.0,8
tt0097770,nm0738913,Larry Romano,2.0,9
tt0097770,nm0526185,Jordan Lund,2.0,10
tt0097778,nm0000237,John Travolta,2.0,1
tt0097778,nm0000263,Kirstie Alley,1.0,2
tt0097778,nm0001156,Olympia Dukakis,1.0,3
tt0097778,nm0001719,George Segal,2.0,4
tt0097778,nm0001820,Abe Vigoda,2.0,5
tt0097778,nm0000246,Bruce Willis,2.0,6
tt0097778,nm0135245,Twink Caplan,1.0,7
tt0097778,nm0769960,Jason Schaller,2.0,8
tt0097778,nm0913957,Jaryd Waterhouse,2.0,9
tt0097778,nm2844781,Jacob Haines,2.0,10
tt0097790,nm0001131,Patrick Dempsey,2.0,1
tt0097790,nm0000462,Kate Jackson,1.0,2
tt0097790,nm0320180,Robert Ginty,2.0,3
tt0097790,nm0883940,Nancy Valen,1.0,4
tt0097790,nm0909620,Dylan Walsh,2.0,5
tt0097790,nm0000324,Barbara Carrera,1.0,6
tt0097790,nm0183464,Bernie Coulson,2.0,7
tt0097790,nm0320755,Ray Girardin,2.0,8
tt0097790,nm0131814,Rob Camilletti,2.0,9
tt0097790,nm0851861,Vic Tayback,2.0,10
tt0097937,nm0000358,Daniel Day-Lewis,2.0,1
tt0097937,nm0002084,Brenda Fricker,1.0,2
tt0097937,nm0924009,Alison Whelan,0.0,3
tt0097937,nm0792202,Kirsten Sheridan,1.0,4
tt0097937,nm0188520,Declan Croghan,0.0,5
tt0097937,nm0533942,Eanna MacLiam,2.0,6
tt0097937,nm0174870,Marie Conmee,0.0,7
tt0097937,nm0159258,Cyril Cusack,2.0,8
tt0097937,nm0237699,Phelim Drew,2.0,9
tt0097937,nm0564502,Ruth McCabe,1.0,10
tt0098084,nm0001535,Dale Midkiff,2.0,1
tt0098084,nm0000344,Denise Crosby,1.0,2
tt0098084,nm0001304,Fred Gwynne,2.0,3
tt0098084,nm0339159,Brad Greenquist,2.0,4
tt0098084,nm0518323,Michael Lombard,2.0,5
tt0098084,nm0400816,Miko Hughes,2.0,6
tt0098084,nm0073418,Blaze Berdahl,1.0,7
tt0098084,nm0088964,Susan Blommaert,1.0,8
tt0098084,nm0164240,Mara Clark,1.0,9
tt0098084,nm0713576,Kavi Raz,2.0,10
tt0098143,nm0494432,Paul Le Mat,2.0,1
tt0098143,nm0382676,William Hickey,2.0,2
tt0098143,nm0591968,Irene Miracle,1.0,3
tt0098143,nm0803765,Jimmie F. Skaggs,2.0,4
tt0098143,nm0292328,Robin Frates,1.0,5
tt0098143,nm0736228,Matt Roe,2.0,6
tt0098143,nm0642457,Kathryn O'Reilly,1.0,7
tt0098143,nm0806500,Mews Small,1.0,8
tt0098143,nm0186225,Barbara Crampton,1.0,9
tt0098143,nm0101743,David Boyd,2.0,10
tt0098213,nm0601619,Michael Moore,2.0,1
tt0098213,nm0809792,Roger B. Smith,2.0,2
tt0098213,nm0110222,Rhonda Britton,1.0,3
tt0098213,nm1208872,Fred Ross,2.0,4
tt0098213,nm0706349,Kaye Lani Rae Rafko,,5
tt0098213,nm1410040,James Blanchard,2.0,6
tt0098213,nm1208820,James Bond,,7
tt0098213,nm0004769,Pat Boone,2.0,8
tt0098213,nm0117039,Anita Bryant,1.0,9
tt0098213,nm0249280,Karen Edgely,,10
tt0098258,nm0000131,John Cusack,2.0,1
tt0098258,nm0001746,Ione Skye,1.0,2
tt0098258,nm0001498,John Mahoney,2.0,3
tt0098258,nm0000666,Lili Taylor,1.0,4
tt0098258,nm0111857,Amy Brooks,1.0,5
tt0098258,nm0781899,Pamela Adlon,1.0,6
tt0098258,nm0332410,Jason Gould,2.0,7
tt0098258,nm0000363,Loren Dean,2.0,8
tt0098258,nm0364385,Glenn Walker Harris Jr.,2.0,9
tt0098258,nm0907605,Charles Walker,2.0,10
tt0098354,nm0912308,Billy Warlock,2.0,1
tt0098354,nm0199415,Concetta D'Agnese,,2
tt0098354,nm0805127,Ben Slack,2.0,3
tt0098354,nm0724084,Evan Richards,2.0,4
tt0098354,nm0421228,Patrice Jennings,1.0,5
tt0098354,nm0058445,Tim Bartell,0.0,6
tt0098354,nm0524547,Charles Lucia,2.0,7
tt0098354,nm0468773,Heidi Kozak Haddad,,8
tt0098354,nm0107068,Brian Bremer,2.0,9
tt0098354,nm0583659,Ben Meyerson,2.0,10
tt0098439,nm0000230,Sylvester Stallone,2.0,1
tt0098439,nm0000621,Kurt Russell,2.0,2
tt0098439,nm0000159,Teri Hatcher,1.0,3
tt0098439,nm0001588,Jack Palance,2.0,4
tt0098439,nm0001397,Brion James,2.0,5
tt0098439,nm0001397,Brion James,2.0,6
tt0098439,nm0393222,James Hong,2.0,7
tt0098439,nm0015826,Marc Alaimo,2.0,8
tt0098439,nm0848883,Philip Tan,2.0,9
tt0098439,nm0848883,Philip Tan,2.0,10
tt0098439,nm0689488,Michael J. Pollard,2.0,11
tt0098439,nm0120494,Robert Z'Dar,2.0,12
tt0098635,nm0000345,Billy Crystal,2.0,1
tt0098635,nm0000212,Meg Ryan,1.0,2
tt0098635,nm0000402,Carrie Fisher,1.0,3
tt0098635,nm0456124,Bruno Kirby,2.0,4
tt0098635,nm0285885,Steven Ford,2.0,5
tt0098635,nm0675484,Lisa Jane Persky,1.0,6
tt0098635,nm0629264,Michelle Nicastro,1.0,7
tt0098635,nm0658252,Gretchen Palmer,1.0,8
tt0098635,nm0079612,Robert Alan Beuth,2.0,9
tt0098635,nm0120968,David Burdick,0.0,10
tt0098800,nm0000226,Will Smith,2.0,1
tt0098800,nm0000226,Will Smith,2.0,2
tt0098800,nm0043041,James Avery,2.0,3
tt0098800,nm0043041,James Avery,2.0,4
tt0098800,nm0005355,Alfonso Ribeiro,2.0,5
tt0098800,nm0005355,Alfonso Ribeiro,2.0,6
tt0098800,nm0004700,Tatyana Ali,1.0,7
tt0098800,nm0004700,Tatyana Ali,1.0,8
tt0098800,nm0663854,Karyn Parsons,1.0,9
tt0098800,nm0663854,Karyn Parsons,1.0,10
tt0098800,nm0545186,Joseph Marcell,2.0,11
tt0098800,nm0545186,Joseph Marcell,2.0,12
tt0098800,nm0717227,Daphne Reid,,13
tt0098800,nm0717227,Daphne Reid,,14
tt0098800,nm0399494,Janet Hubert,,15
tt0098800,nm0046723,Ross Bagley,2.0,16
tt0098800,nm0046723,Ross Bagley,2.0,17
tt0098800,nm0870039,DJ Jazzy Jeff,,18
tt0098966,nm0000633,Tom Selleck,2.0,1
tt0098966,nm0000430,Steve Guttenberg,2.0,2
tt0098966,nm0001101,Ted Danson,2.0,3
tt0098966,nm0001802,Nancy Travis,1.0,4
tt0098966,nm0918871,Robin Weisman,1.0,5
tt0098966,nm0147392,Christopher Cazenove,2.0,6
tt0098966,nm0359430,Sheila Hancock,1.0,7
tt0098966,nm0789716,Fiona Shaw,1.0,8
tt0098966,nm0098324,John Boswall,2.0,9
tt0098966,nm0528718,Jonathan Lynn,2.0,10
tt0099253,nm0898571,Alex Vincent,2.0,1
tt0099253,nm0000256,Jenny Agutter,1.0,2
tt0099253,nm0334057,Gerrit Graham,2.0,3
tt0099253,nm0253705,Christine Elise,1.0,4
tt0099253,nm0000374,Brad Dourif,2.0,5
tt0099253,nm0951471,Grace Zabriskie,1.0,6
tt0099253,nm0368142,Peter Haskell,2.0,7
tt0099253,nm0335275,Beth Grant,1.0,8
tt0099253,nm0314524,Greg Germann,2.0,9
tt0099253,nm0802027,Raymond Singer,2.0,10
tt0099329,nm0000136,Johnny Depp,2.0,1
tt0099329,nm0001442,Ricki Lake,1.0,2
tt0099329,nm0000504,Amy Locane,1.0,3
tt0099329,nm0879073,Susan Tyrrell,1.0,4
tt0099329,nm0000917,Polly Bergen,1.0,5
tt0099329,nm0006563,Iggy Pop,2.0,6
tt0099329,nm0000183,Traci Lords,1.0,7
tt0099329,nm0570238,Kim McGuire,1.0,8
tt0099329,nm0123261,Darren E. Burrows,2.0,9
tt0099329,nm0537554,Stephen Mailer,2.0,10
tt0099385,nm0000241,Jean-Claude Van Damme,2.0,1
tt0099385,nm0347039,Robert Guillaume,2.0,2
tt0099385,nm0001269,Cynthia Gibb,1.0,3
tt0099385,nm0225419,George Dickerson,2.0,4
tt0099385,nm0480869,Art LaFleur,2.0,5
tt0099385,nm0453304,Patrick Kilpatrick,2.0,6
tt0099385,nm0588679,Joshua John Miller,2.0,7
tt0099385,nm0831902,Hank Stone,2.0,8
tt0099385,nm0420718,Conrad Dunn,2.0,9
tt0099385,nm0052433,Jack Bannon,2.0,10
tt0099409,nm0000620,Mickey Rourke,2.0,1
